User_ID	Reply Frequency	Retweet Frequency	Mention Frequency
36397873	2	18	21
81926588	1	5	6
2900505671	1	1	3
444517041	3	11	14
1667901103	1	1	2
2881029983	11	1	13
1404936613	2	5	6
13218102	28	4	56
59288409	1	1	2
632564192	1	30	31
454595970	8	1	11
116341480	1	89	99
24130824	1	3	4
409941587	5	7	14
1099096550	2	3	5
2236708274	1	1	2
47379354	2	51	57
307904254	3	19	35
121817564	17	527	591
1670793758	4	6	8
16488746	2	58	60
869637348	1	1865	1890
927651241	2	6	9
1329286735	1	1	2
50769180	16	702	1155
384994033	2	1	3
3382022776	1	1	2
512100742	4	6	10
178527524	6	9	22
52040398	1	31	34
1917650952	1	1	2
77054816	1	7	10
275444157	1	1	2
12884642	21	4	33
343909682	12	6	24
754193946	3	2	5
153856941	1	6	7
25461790	18	10	79
1345758930	1	6	9
348058612	1	8	10
151541257	1	8	9
2801841717	2	104	108
120919783	1	1	2
999453985	6	150	328
36076307	2	1	7
823187088	1	17	18
2728424702	4	94	112
2576332135	14	1	15
2605930386	3	63	67
19383099	1	2	3
15040978	2	12	14
533074865	1	1	2
1593240726	2	1	3
1078094414	14	146	186
302425104	1	1	5
1209936918	7	28	99
149016448	1	1	2
347454826	1	2	10
511598552	296	8229	8528
1456448084	3	1	5
89386105	1	7	11
2773808365	2	2	4
1647108204	3	65	70
170303175	2	92	99
975912726	4	4	23
103877706	44	158	280
3061859112	1	1	4
562255311	2	34	43
3407572785	2	1	3
18172905	27	3	34
27285798	1	51	56
16117304	1	3	6
2677095155	1	5	6
719202585639460864	3	1	5
413804648	11	7	39
301273619	2	2	4
59889953	1	1	14
175691156	5	19	25
2316246829	1	170	213
315142269	1	1	10
211588974	28	4	27
426593379	1	2	3
2279131181	2	1	3
1655909672	1	148	149
422905037	1	127	135
18924291	1	33	74
3921206999	3	3	8
48693606	175	15	128
403647191	5	117	145
188429804	1	2	3
1410981458	1	1	2
2394655162	1	1	2
3269623717	1	1	2
409055353	1	23	26
278664831	1	13	16
772958490356617216	3	7	44
16017475	2	59	78
1713495307	2	2	4
1435461	2	4	6
16173435	1	46	49
3434877514	1	1	2
47962856	4	6	10
1261572266	3	7	10
286849418	1	2	3
86141241	1	1	2
426802833	42	401	499
170719947	1	23	28
22926365	5	126	182
19478383	5	1	6
3313860960	2	1	3
4316769252	1	4	9
272524599	7	6	13
353402244	3	1	5
1338179676	1	3	5
1038481676	1	11	13
428949214	1	8	10
1541655888	1	1	2
565374891	1	1	2
382756637	198	3455	4363
3260984963	16	57	77
584063322	2	504	641
1890536402	1	3	5
156969952	12	2	15
20487802	1	4	5
314188503	1	5	6
1260532490	3	38	48
285188454	1	1	3
237944931	1	1	3
302624914	19	1	23
3031746741	3	118	177
3838614857	1	2	4
1133544318	1	1	2
23200004	7	19	29
15463486	1	2	12
921376165	1	1	6
196168350	24	641	1142
36690579	1	4	8
1582013822	1	1	2
887754727651520512	2	4	6
5845492	1	5	9
2802614165	1	11	38
2539644809	1	3	4
565394080	2	74	79
1707808358	79	269	345
42625888	11	4	20
119141669	10	8	20
1872738799	1	1	2
591621025	1	1	4
2873001260	1	4	14
1441113806	1	5	32
336109358	12	1	13
392689461	4	2	12
473827718	1	1	2
1375865798	1	9	10
2537170340	13	1184	1207
3294258552	1	1	3
568072722	2	2	5
2327574026	2	2	2
482752853	6	1	3
257933772	1	3	5
1078287655	3	1	11
1870942411	1	7	8
101395252	16	454	1205
2883533651	1	1	2
1725946574	1	3	4
19209739	6	12	20
4112753247	1	2	3
4269693400	2	2	4
822782424488742912	1	1	3
2784520128	1	4	7
19346439	2	41	140
1394399438	4	23	31
16482279	18	1	19
2239548626	3	10	16
1668169376	1	1	3
14480378	1	3	9
748878246	1	2	19
2209557522	1	1	3
2594216280	3	17	23
87373109	24	3	29
2847515493	3	2	5
92821589	40	8	78
605987246	1	5	15
346133527	1	1	2
3320010078	1	12	17
573111311	1	1	2
2582466606	4	1	11
258244573	2	9	19
2526321020	1	1	2
14125384	1	6	12
347131861	387	7	469
956977422	27	18	52
932662676	1	3	13
39273578	4	95	102
2475967807	5	1	15
2156486908	1	1	2
1011167509	4	30	39
2338881428	3	119	159
3020685991	1	3	5
2646748712	1	2	3
303661592	1	3	5
19943886	1	2	3
2507308009	4	2	6
2796464254	1	4	6
4429709805	2	68	83
4842646876	1	10	12
4163580193	4	4	8
3395569918	2	3	5
2891210047	1	1	8
136329115	291	14629	15328
893576652	2	3	6
20919626	7	10	18
114286603	8	1	10
231778145	4	5	13
2596413645	2	277	399
2981517106	1	2	3
391354026	6	13	21
2214457043	4	5	10
256533756	2	21	24
20262126	1	26	27
1352069178	3	2	7
1701027488	1	1	2
2616487713	3	1	4
1122472106	3	4	7
232268199	2	4	106
3310800271	2	4	6
2329066872	10	114	174
460786200	1	1	2
119324044	2	1	3
563003298	6	6	16
55070643	1	4	7
826537184	9	89	130
585552971	5	115	149
2569252177	1	1	2
1322996809	1	1	3
2588042316	1	1	2
20435808	1	48	76
2280915056	1	2	4
2797781981	2	13	17
2718732725	6	672	752
225213881	4	1	5
363715318	1	2	3
309190582	2	1	6
167603204	2	42	205
2858679020	1	7	10
2510051954	85	12	97
2322834740	4	12	24
531659172	1	2	3
2990325916	1	3	5
107287215	1	5	9
834370586	1	13	17
2263152064	55	10	71
167424747	2	28	44
10252962	1	18	40
2573537198	2	20	32
16894559	6	7	40
354178683	2	1	3
16499261	1	2	3
3131724010	1	1	2
947949523	1	2	4
3389134989	2	4	8
18301196	1	4	5
451722754	2	4	11
162053661	5	2	14
1944523123	1	1	1
34537611	1	2	4
3384829426	1	8	9
2509833643	348	26	373
21886782	1	4	5
26514376	1	47	51
2867143468	1	1	2
236558431	8	4	16
2588071978	4	4	8
235633356	1	1	3
1082171360	2	35	44
3018828006	1	4	11
929372431	1	1	4
3124159248	1	9	10
529604764	1	1	6
358875985	1	2	3
2817944732	10	262	403
3899549477	1	1	3
3139458601	3	3	7
52658554	1	1	2
2668169178	2	1	3
3367987133	1	2	3
976606670	529	19	548
2290151750	181	21	202
1318903514	9	2	11
19112520	17	1	25
730569990	1	3	8
4519799173	1	3	4
2836421	13	376	1160
630788531	1	16	19
3432398303	11	10	24
2860033726	5	4	22
2531677454	1	1	2
80310226	2	1	7
2798242135	321	35	356
535529315	2	7	9
440775851	3	475	494
1618649419	1	2	4
622815444	3	3	6
1309556532	1	4	4
778701950162350080	1	1	2
33495086	7	180	210
21628966	1	15	17
53755333	1	1	2
2535341342	1	2	3
1475370738	1	1	3
800808043747295232	1	2	4
57449045	2	4	6
1141739966	1	1	2
874698452797665280	1	1	3
3397563971	1	3	7
37896651	1	14	15
1188899869	2	1	3
518993215	1	1	2
43144932	1	4	5
370699216	1	1	6
87881275	2	1	4
2575252845	5	5	13
3012466863	2	19	27
2366225917	1	3	5
2899704195	1	4	8
16946449	1	3	4
632317592	1	1	2
925289306	1	2	3
27415366	3	9	17
1203840133	1	2	3
68756996	1	1	2
4058969233	2	1	3
23391075	1	87	92
574411592	1	3	4
17835938	2	5	9
386553065	1	1	2
3248136545	1	10	11
311198968	2	1	3
165445096	12	1	13
2263491734	1	10	17
17283978	65	16	77
2384855377	6	5	13
521761797	1	5	10
845804107	6	26	38
772896788768559104	1	13	17
4822536123	2	1	4
49698134	1	1415	1653
5820642	2	229	326
518991950	1	5	6
2980508427	1	21	22
18466324	2	17	36
3302878321	1	12	15
370488739	1	2	6
432036004	1	1	2
1094311082	1	1	3
2810560491	2	1	4
2302092453	2	1	3
237611757	20	1	14
627053327	7	61	86
64872461	13	2	5
2266011709	2	70	72
2964174789	6	1	11
171630036	4	1	5
345844383	1	1	2
25259962	2	4	12
268414482	3	4	189
1451056116	2	1	5
630136371	5	1	7
2942136094	1	4	8
2592557856	1	1	2
24263801	1	1	3
765140848518594560	3	43	46
396475495	8	1	9
319248842	2	1	3
28951400	2	5	12
2409159584	1	2	3
2906473932	1	19	26
20535297	1	4	7
169771084	5	7	13
393285541	8	326	339
313234853	1	1	2
788724110	1	24	25
262323041	1	34	35
33381229	1	83	98
4037222368	1	1	2
34049155	1	23	34
20772763	29	133	232
3383273811	1	76	79
572225652	3	15	18
212356577	1	1	3
2847122793	7	4	30
885789871	1	4	7
166484437	1	1	2
33529092	11	406	668
14293310	78	304	577
2687641909	5	1	6
2326993674	1	18	22
2377724956	2	2	4
431487083	10	5	19
1907998704	1	1	2
868419680389791744	1	15	16
2755461247	4	4	7
282695161	46	1236	1674
1221026324	1	1	2
749475566	1	2	3
123722600	2	3	5
758274218337378304	2	1	3
4024438606	1	2	3
985979834	1	6	9
292914219	7	15	23
202517387	2	13	18
25493304	1	79	104
67194113	1	21	38
17686959	3	205	269
880734110	1	2	4
59019150	1	4	5
18061669	18	2	44
2380501700	1	2	4
2541335780	1	407	398
208083510	20	58	145
1907460066	1	1	2
459412972	30	352	395
15345578	3	1	4
23151437	2	4	31
756875338920013824	1	37	45
14327663	1	8	13
437030761	1	1	3
796261392	1	63	71
313444569	9	4	15
181450119	1	15	16
99402071	1	22	28
261024267	1	1	2
21313357	1	1	8
384382639	78	4	86
1148515561	22	20	50
64736112	4	14	19
427729684	1	1	4
3317236136	1	5	6
2425299958	1	29	36
2292638882	2	1	3
16683162	15	2	17
45607170	1	1	2
210645919	1	4	5
701415064	1	1	2
162032503	19	14	45
1449665095	5	1	8
2663423417	17	14	45
2739241927	7	3	16
777700840735846400	1	4	5
140688204	1	1	6
197496309	1	44	83
242374336	19	6	37
15764644	24	33	358
2208359352	4	6	17
69008563	1	3	5
93059585	1	6	14
365092098	1	1	3
18983793	16	7	42
185579226	1	2	4
483019706	1	75	91
1370439012	1	4	5
559720879	1	5	7
255797635	1	1	2
95515846	8	1	9
49317188	1	1	2
44116289	25	2	27
928752540161802240	3	24	43
481683434	4	13	21
2234048168	1	1	2
342737639	2	5	21
433639128	2	1	3
2537635033	1	2	3
123177645	2	7	15
1088588533	1	3	5
221858920	2	1	3
337284868	1	5	7
32671625	1	8	10
1249994090	2	2	9
3026610844	1	4	5
814715406833303552	1	1	2
231720660	1	127	139
97912404	1	1	7
109111201	2	3	5
30704824	2	4	7
740174708	5	1	6
63578758	1	6	12
490087251	8	116	150
855193250	23	34	50
2541974903	2	94	389
2571556662	1	1	2
258812702	1	2	4
77233634	1	1	3
623613210	2	1	3
1370301848	5	2	7
1049053260	1	1	2
593490034	3	3	9
195545520	1	7	8
266776743	6	63	95
1384907598	2	1	7
3076860543	1	143	160
14681605	19	2	35
3200386997	2	4	8
430538217	3	11	24
703738699775877120	1	1	2
2934033061	1	1	2
159321472	40	265	405
2611492094	1	3	4
2980282599	17	388	420
15091907	1	5	10
2746174633	1	2	3
78456143	1	4	5
2992564765	1	1	2
2402639722	2	2	4
26257166	30	146	200
53503202	2	63	73
29756339	3	2	10
3248950853	1	12	13
20873861	1	1	5
1546048969	1	72	77
61882428	1	1	2
23827692	10	97	149
2751410841	1	1	4
513355072	1	1	2
4852163069	5	52	65
4873960652	3	4	8
549163747	1	4	5
165930533	1	3	4
580857186	11	71	94
252040995	1	1	2
339259803	1	2	3
2495238949	45	372	532
9542972	2	8	100
1337272854	16	1	21
142457884	4	3	8
2441258544	3	2	5
354566112	1	12	13
108094234	1	28	30
539541405	2	4	9
336213658	2	2	4
227438020	2	25	42
2973087634	2	3	6
803926641223368704	1	1	4
2715748228	1	3	4
2157054487	1	4	5
799933614	1	1	2
222369176	2	1	9
2586460490	2	1	4
754312566608891904	1	2	3
21344507	1	6	13
18245880	1	2	3
534147298	4	2	6
1324107133	1	1	2
2419555129	2	1	3
743465689176911872	1	1	2
2413561115	1	118	119
52024198	6	108	122
1217524549	1	25	31
184693620	1	13	15
1901878806	1	12	19
47680487	1	42	50
257502383	114	2	136
143663678	1	1	3
959403319	4	491	507
19817778	3	13	19
1493419507	1	14	38
2435447979	1	1	2
306988337	308	2188	2585
3006368524	1	2	14
50598105	3	1	4
96336762	2	43	57
2394075146	1	2	4
475342261	1	5	6
465170464	1	3	4
917944498260447232	1	3	6
16042794	13	46	67
31353077	2	4	11
2478408372	233	6	239
297561618	1	4	13
2865560724	2	4	11
591920938	1	1	12
1681043629	1	114	115
34571618	6	372	815
576580745	2	1	5
185257111	2	7	9
83312898	1	43	51
2836829207	2	5	15
2556541158	2	2	9
2652836498	1	2	4
894338245	20	656	830
99703517	8	112	121
850059985	2	1	3
147873732	17	6	31
634505029	1	2	3
208761179	33	75	140
3120333399	1	5	6
541666867	1	1	2
87416722	1	22	31
2183440582	3	1	4
465299066	10	221	282
2804933893	266	35	301
611753395	2	11	15
2945440425	3	1	6
12912542	2	152	195
26486105	1	3	5
3041405291	4	3	7
150697911	1	1	2
457852603	2	1	3
900187770	2	31	34
411663711	4	2	6
119972954	3	467	563
1647988867	4	135	139
1610505925	11	9	28
3287679715	1	5	9
4239982875	2	202	242
15100219	1	2	3
21995237	1	3	5
397210139	1	1	2
55910287	1	1	2
2446923253	2	200	203
1065685388	2	2	4
14138785	60	15	118
464574680	1	3	4
230492033	3	1	4
1571515327	1	1	8
132339474	4	44	68
3903411854	2	5	8
207418341	1	4	6
1450326594	1	2	5
2509495910	356	30	386
130496027	1	83	100
486090167	1	1	2
19799489	4	60	89
229813877	1	1	2
16930489	1	47	74
62517163	1	1	4
923352788	1	5	27
3286293668	82	131	218
2373217064	1	2	11
482540658	7	23	35
1647619597	1	2	4
81068633	11	11	34
96998563	4	52	116
1521603338	4	1	5
2960772875	1	2	4
537327467	1	3	5
452155423	1	1	9
755716560	1	1	2
45445747	1	10	26
564111558	60	118	217
2359347960	1	1	3
2907551575	1	8	12
2894719611	9	1	19
709193979	47	39	92
506033683	1	60	62
381915273	2	1	4
534734647	5	3	10
1523074418	2	13	16
2708984478	1	3	4
4831738605	1	1	2
2819098120	6	328	342
216299334	11	215	325
4659654224	1	1	3
486443577	1	18	19
4493557462	1	1	2
218054229	1	1	2
2412926197	2	6	8
394974528	3	174	201
76348185	6	30	56
3026125397	1	2	6
16041234	5	681	812
1654258802	4	143	203
3968943563	1	3	4
17537467	3	41	181
42741327	1	1	3
2297609725	2	1	3
22637974	1	9	14
3353235433	1	2	4
291513513	2	59	69
529233664	1	4	5
705663280673591296	1	1	2
19192100	1	4	5
2558085090	1	7	16
61953507	1	3	5
72763332	1	1	3
30395686	1	1	5
260331085	2	4	6
2522668778	2	2	4
2763014497	3	14	24
2150544186	6	3	13
2301930290	2	55	57
119295989	1	7	9
2233126710	5	3	8
596594423	2	1	4
821467393	1	1	2
1389296005	5	1	6
160550184	4	19	26
2286215737	78	21	99
17828988	3	27	40
49075903	1	5	9
811379683	1	3	5
42266389	5	1	6
377309422	1	1	3
187879473	1	9	13
2323390728	2	1	3
92959368	1	1	3
2778656239	2	78	116
2646938774	84	329	457
577561646	2	2	4
449615858	7	768	776
10540912	3	4	21
136004952	1	77	83
1582377854	69	1	100
819044682	2	1	3
1361076439	1	13	84
2252810378	2	1	6
244451746	2	2	4
4250158154	1	19	20
25538820	1	7	8
1467733123	1	2	3
2826018693	15	1	16
3301549756	11	1	17
1678997701	21	364	403
536960731	50	18	77
384424727	3	1	11
17187394	1	1	7
595211619	5	4	25
260920107	1	1	3
2432643882	1	1	2
2866378848	2	1	4
6509832	3	3	7
3332562021	1	1	3
973242391	253	11	263
359924296	1	1	3
1766701	1	6	12
253078786	2	5	8
14224719	10	3	28
111239212	1	1	3
1377419688	3	1	3
188713961	15	15	34
2216421693	1	2	3
508370809	3	3	6
82447359	1	34	79
2524940243	1	10	11
2235015224	1	1	2
31504040	3	68	120
803054384	1	2	3
3047938510	1	2	3
1444812812	1	1	2
407574561	3	200	216
296714530	1	1	2
4466053459	1	3	4
448171861	1	1	2
129897252	1	2	5
248385845	1	1	2
816045193	1	2	3
189398122	1	11	14
233566291	2	10	14
14928483	1	1	3
315878798	52	264	706
256069758	1	2	6
534271528	6	2	8
496403133	1	1	2
87272785	1	2	3
2262914520	9	2	11
22838286	1	1	6
504869308	4	5	14
165172558	2	2	6
2585366864	5	886	946
60828944	19	4	15
1566925981	1	5	9
259638703	1	1	4
195536660	6	60	128
17813701	2	53	60
2595188556	9	6	23
1226911892	1	6	7
1169100709	3	1	4
50325797	72	6	280
613703460	1	1	2
755402037777592320	1	37	38
3430214003	1	3	6
885594949	1	237	274
2500736976	18	21	43
824390949178576896	1	1	2
2292561222	3	1	4
2513811746	3	7	16
155311735	3	39	42
703829760573464576	1	1	2
2175981091	4	23	33
3154467760	34	2	37
2491036992	2	1	3
3352092245	2	15	24
3028247758	1	12	14
3031506140	3	1	4
1937705210	2	2	4
482388629	1	2	12
3953545589	1	1	2
56018240	1	3	4
2547433851	121	19	140
3917611917	2	1	3
52309360	1	6	7
735122173	1	4	6
24502450	1	7	8
2440135254	25	1	28
2385782446	1	1	2
2474369846	3	1	4
502962935	4	1	5
252624747	1	1	2
1405253298	5	2	7
3139127280	1	1	3
461352938	1	2	3
413430640	2	2	4
841613657268191232	3	2	13
3041576237	4	7	12
1689107486	2	1	3
2996279597	3	1	4
1058807868	3	4	24
44644329	8	33	41
2493681470	1	10	12
1893791208	4	1	5
87788695	1	2	3
390271057	2	164	213
582202048	1	3	6
15048846	4	136	157
33537161	1	10	21
2495795860	1	6	11
18871398	1	2	7
99918629	90	4773	4948
238219800	2	1	5
1163295877	1	50	51
438040010	1	1	2
1462400623	2	4	6
2547547296	2	1	4
760268201997508608	1	6	8
28587919	1	45	101
728378385420922880	26	203	229
2313799808	1	3	6
397199380	1	1	2
1886470992	2	1	3
64088396	5	41	55
861571856679280640	1	2	5
164998013	2	115	118
2735511486	1	138	155
2467791	437	521	1484
2494344283	1	1	2
107181401	1	6	9
2962994194	1	1	7
516489415	1	1	2
2561653734	8	2	11
32259583	1	2	4
1886415642	5	3	8
1053370478	1	1	2
2552580829	14	1	16
122235276	1	1	10
127815709	1	5	7
848294918	1	7	8
2735570344	2	4	6
3085494124	3	44	49
3302491587	1	2	3
25864669	2	2	8
1939374470	1	1	4
487736815	1	7	10
202078447	1	6	7
21866939	2	15	35
31804274	1	85	86
2850251396	1	13	14
2467720274	1	10	64
21223776	1	1	2
2822508352	8	1	9
2221784466	1	24	25
2292173530	16	26	40
1339998426	9	3	12
72454254	1	4	9
2958472563	1	13	20
2967556887	1	1	2
286998245	3	417	435
2787057152	317	130	447
271059096	7	8	18
1965576588	8	10	19
1168526083	1	2	3
3664611496	5	33	68
91882544	46	589	880
1216651544	1	50	56
1711365822	1	16	17
1342449925	1	1	2
29061853	1	1	4
871539348	2	5	7
15985303	1	33	40
2559600505	309	1885	2372
38976390	1	14	21
20702013	6	26	45
3232054991	14	3	25
332332456	1	3	10
2535067172	9	16	25
17983365	33	56	103
1449423386	2	2	5
206939800	1	83	84
2415883788	1	1	2
3306629815	1	75	88
725007874544422912	1	2	3
103018203	1	1	5
21324258	2	7	40
290457982	7	10	42
2161547780	5	1	10
2962422448	5	1	6
27849166	1	1	2
1346086549	1	1	2
346148825	2	2	4
719174966	4	2	6
2399018406	11	249	362
792786013	1	8	9
706675973735862272	1	9	10
255433092	1	2	3
323966077	4	1	7
26572089	1	8	14
606499105	2	1	3
2615967613	8	14	26
409970621	7	2	13
380420755	10	3	35
16868756	2	34	42
65497475	1	13	16
2223183978	1	2	3
2841537352	4	5	11
387249625	4	9	15
3240258479	3	1	4
1127086676	1	4	5
4333338735	1	39	72
3300757506	2	2	7
2290068924	635	42	677
4170971176	1	3	5
9640552	1	3	4
2797268827	1	1	2
610241761	3	3	6
152640267	1	7	15
886609399	1	17	18
1514093246	1	1	2
881329724	1	1	3
7998482	20	14	29
562381032	1	7	8
3366485529	8	19	39
2260171303	1	1	2
381017134	1	9	15
2922268330	1	24	35
2184065299	2	110	112
4600011202	1	6	13
2392197152	1	10	13
2804528347	403	57	459
2981219879	1	2	3
140403252	1	94	97
2768501	1	6	67
369988470	1	5	10
479568408	1	2	4
3915545652	1	91	93
65887828	1	1	2
240782084	1	1	10
34613951	1	1	2
404354535	3	4	9
235196204	1	8	14
5633222	2	16	18
534881613	1	8	10
2712571328	3	40	67
2952647644	2	16	18
2274489755	2	1	3
824699131	3	12	15
101640907	5	4	10
433766116	2	1	3
454389074	1	6	7
928243165	24	6	44
2352948176	1	1	2
2741573257	2	1	8
349391911	1	25	28
199669993	2	4	6
234128524	1	1	4
375434404	5	16	37
2177001843	6	16	27
578757683	11	3	15
376021773	2	2	8
15712057	1	2	3
1080738780	1	4	5
2716100047	2	175	252
1731384301	1	1	3
441460557	1	12	20
255347566	1	1	5
519098655	1	2	3
2509606236	352	29	381
412357790	5	8	20
25521487	1	3	8
2343938546	1	1	2
592202860	1	1	2
2947070671	6	14	21
2875066527	1	6	7
1545994664	1	2	5
580906572	1	2	3
46923727	1	2	3
2316494594	1	6	8
4213761677	1	1	2
3246608002	2	1	4
740874799	2	26	93
389492117	4	1	5
2186851705	1	1	2
3369673751	1	1	2
130901870	5	3	12
77751574	1	3	4
4289401288	1	1	2
1891191390	3	11	27
2809949291	15	21	46
2895023182	2	1	3
1146470090	1	7	12
15620414	1	2	3
349520851	1	1	2
1669663650	3	1	5
903015312	1	1	2
3293406121	1	93	107
97163397	2	205	208
21028397	1	3	4
40152136	2	1	3
434722591	1	2	4
718297268	1	2	31
541665815	2	1	3
2510185946	381	36	416
3641711594	1	209	215
709435090678337536	2	4	6
2429969052	1	1	2
280587292	1	5	6
41022275	1	1	2
3332539701	2	5	10
241204643	1	8	16
335543747	1	1	2
352310622	2	1	3
597414412	1	2	4
15837659	1	13	23
974967601	1	1	2
5120691	16	35	70
166329578	14	64	83
2422022755	8	1	13
274034914	1	1	3
23533339	1	1	2
1650533863	9	9	18
820824865246564352	1	2	3
2810655746	21	858	977
3163384804	3	203	228
111225697	1	30	134
186895538	3	6	11
2479801873	1	1	2
166284293	1	9	14
31086237	1	1	2
270711738	1	1	2
449003462	2	7	9
1946781036	1	11	15
487600344	11	402	445
793773228	3	1	4
2250817146	2	3	12
221528236	1	2	5
2634243749	20	1	20
901741830	2	1	6
4398911302	1	1	2
1083234306	3	1	4
590599726	8	68	64
1258642478	1	1	2
2524265943	1	10	11
840277273	1	1	2
1044446786	2	21	30
36252186	2	479	558
1436855731	1	1	10
2885318685	2	2	4
1567912675	1	1	2
235587202	45	28	81
345606503	1	7	11
1633326133	3	1	4
3482737703	1	5	6
703115874002014208	1	2	3
564861472	1	3	6
183133891	1	9	10
1548489476	1	144	202
141944702	4	9	17
1295802871	3	6	9
2585930384	8	2	10
176192387	3	9	12
25053299	21	18	57
596603927	1	1	4
3448846420	1	241	245
2232794195	3	2	6
14204245	1	2	3
94360081	4	2	7
4100816836	1	76	95
54278661	1	9	10
84255706	1	1	2
260047440	1	2	4
110394316	440	32	570
1934500208	2	1	3
4141742472	1	2	3
116609664	2	5	30
1861842217	115	396	897
4584443975	1	12	17
1960792351	2	1	3
143469704	67	25	115
443976097	14	2	17
1638729877	4	187	236
117082566	2	2	25
306656413	1	3	4
1404968809	1	1	3
20761151	1	3	4
2433737761	1	1	7
12911702	591	6429	7623
17134268	1	11	32
3914047581	3	180	214
1311293388	1	1	2
2791121294	1	4	5
164397041	1	30	32
2382642386	1	22	23
571788086	6	1	8
64951287	1	1	2
2350299836	2	17	20
405122520	1	13	14
3864084137	2	34	42
37650763	1	4	5
117452954	2	1	3
3096262900	3	11	25
295824553	1	6	7
2193756544	1	4	7
113755723	6	5	12
3543426555	3	769	772
3995400639	1	3	8
2786564756	1	12	18
302632121	1	2	4
2207169480	3	69	218
2526588174	12	88	120
2290034089	419	26	445
14893303	1	78	81
20247181	1	1	2
555022344	5	16	21
371357349	1	2	3
742143	95	122	352
474176334	2	3	5
343627165	1	7	20
623046765	1	1	4
44535512	1	1	2
26642006	2	32	49
2921310362	1	2	7
18905543	1	8	13
455556824	1	2	3
26792275	30	81	147
634581130	1	2	3
239760871	1	56	87
782708911	1	1	2
1128325532	2	26	44
595257731	1	2	3
20605481	2	2	5
503634670	3	7	10
1747024466	14	36	78
1320033782	2	2	4
2171103032	1	51	98
265038096	2	63	65
1280100612	16	2	23
303459465	1	1	2
196861970	3	21	33
1085664344	2	1	3
819687312	1	1	2
419292496	62	59	149
94712225	1	1	2
116260753	2	2	8
68394879	2	2	8
18082466	1	45	46
593162543	1	1	4
237757377	1	3	7
273647603	1	3	4
313513825	19	1	23
88191710	1	1	4
2240612102	105	24	199
3330905427	3	17	20
2805396649	439	54	492
115179302	1	31	52
50557599	1	10	11
1320075685	2	17	29
1079457739	3	12	15
725805982580879360	1	5	8
4658476754	1	10	11
2825010291	1	2	3
374209360	1	47	51
30561781	1	72	75
566303491	3	3	6
65537597	1	5	10
635275400	1	1	3
1029560786	1	7	9
2785837244	1	17	19
94181811	1	42	43
2442902587	1	21	22
373947738	1	20	22
216131295	2	1	3
816482745299959808	1	4	9
1626795866	1	41	52
281997831	3	114	140
110190333	31	6	63
1111317168	6	5	43
488060497	1	18	21
491331269	3	3	7
812812884	4	5	10
1622757074	26	9	40
83696712	2	22	29
155534260	10	4	13
26804106	1	1	3
206414832	1	2	3
2307195656	2	6	22
1025151908	1	2	3
3317548403	1	1	2
84873971	2	2	4
318427425	4	1	5
461281625	1	2	4
419446386	1	2	3
138770045	30	1	113
2164699563	1	1	3
27725199	3	1	6
2874359694	2	2	8
86952253	1	2	3
359471771	1	1	2
1685563314	1	1	2
2561899011	8	1	9
1138178221	1	3	8
2196949529	5	1	6
285849335	1	1	2
4785452834	8	171	209
408356103	9	8	20
2777104247	1	1	6
2960558141	1	5	6
478679531	1	1	3
2290585988	301	10	311
2960270506	1	12	20
2309654814	128	224	366
1949838806	113	815	992
70803621	29	3	100
1028533164	26	497	587
90619586	1	6	7
34852681	1	9	15
24901884	1	1	2
1157169109	1	3	9
597549416	1	2	10
2785664323	321	128	449
882666631	1	1	3
254078352	4	1	8
380983401	1	2	3
1259449651	1	1	3
2534316517	587	69	655
32959253	4	31	41
225122858	1	3	5
699118980515016704	1	1	2
2202073466	9	5	14
1061605958	16	3	42
2509467373	455	69	524
797402940952616960	1	3	7
2252682360	2	1	3
28380724	1	10	11
606412878	1	5	16
314441244	1	1	2
538239721	2	5	7
928827271	1	1	11
1496743795	1	28	29
204688812	3	1	4
2572854343	2	1	3
54159671	2	74	105
3773352083	1	2	5
3103090199	5	16	26
3297022953	10	387	499
964635024	1	3	7
199327827	3	3	8
262715431	1	2	4
32242327	4	1	6
344771750	1	4	5
209109045	4	1	5
2943559775	2	2	8
535241194	1	1	2
111989505	59	7	69
290180065	2	7	10
2878438517	35	12	53
4484801308	1	4	5
222005349	1	1	4
89788739	1	4	5
1349088961	3	1	4
894424694	1	43	51
234666317	11	61	76
2901457895	1	2	3
3009281702	2	3	21
28859692	12	5	25
258672667	4	1	10
3310874893	1	1	2
199458311	1	2	3
2589422778	2	1	3
2174147073	4	1	5
4821118661	1	2	3
521781203	20	140	171
275276082	19	413	591
30684610	2	3	5
2914168920	1	11	16
606542566	1	1	3
1675199258	4	2	6
2286277958	256	26	282
60213427	5	133	161
222967534	2	4	6
29501253	1	54	159
2828705712	3	90	105
418867782	1	43	52
55083909	2	5	7
327696821	4	1	46
607853573	1	3	14
1146109272	1	2	14
1628026380	2	5	9
160926944	1	1	6
1957674949	1	41	55
206665354	6	9	21
383683865	5	5	12
28848238	1	3	7
253122900	7	50	65
22258315	2	4	6
534446076	1	2	3
1966129638	3	188	191
525599719	1	1	2
5339662	4	25	36
98308477	1	1	3
19828284	5	4	15
332842760	2	1	3
1464502074	8	275	283
2289997753	173	22	195
233889369	2	13	16
879684398	2	1	3
334358670	1	100	134
14289197	1	1	2
325001316	2	6	22
79752114	1	8	9
110445334	13	141	498
1936673070	1	1	2
301423140	11	23	31
2452820790	1	11	12
